tyre_id,brand,model,tyre_size,width_mm,aspect_ratio,rim_inch,season_type,tyre_segment,vehicle_type,vehicle_weight_kg,drive_type,wheel_position,country,region,city,latitude,longitude,climate_zone,road_type,measurement_date,season_of_year,mileage_km,td_initial_mm,td_current_mm,td_inner_mm,td_center_mm,td_outer_mm,wear_mm,wear_rate_mm_10000km,predicted_life_km,remaining_life_km,fuel_efficiency_class,wet_grip_class,noise_db,rolling_resistance,price_eur,cost_per_1000km,risk_class,cluster_id
TYR00080,Michelin,MIC-Eco-554,255/40 R19,255,40,19,summer,premium,family,1544.0,awd,rear_left,Norway,Northern Europe,Oslo,59.89715,10.78344,cold,highway,2020-01-06,winter,20887.0,8.67,6.78,6.51,6.96,6.62,1.89,0.905,78075.0,57188.0,B,A,72.7,6.51,347.89,4.46,low,0
TYR00081,Bridgestone,BRI-Drive-679,195/65 R15,195,65,15,summer,mid-range,suv,1649.0,fwd,rear_left,Italy,Southern Europe,Milan,45.55387,9.13683,mediterranean,mixed,2023-03-16,spring,35036.0,8.79,6.71,6.45,6.73,6.7,2.08,0.593,121256.0,86221.0,B,B,71.7,5.17,232.26,1.92,low,0
TYR00082,Goodyear,GOO-Tour-570,205/55 R16,205,55,16,summer,premium,fleet,1705.0,rwd,front_right,Italy,Southern Europe,Milan,45.47146,9.33283,mediterranean,mountain,2025-07-16,summer,67862.0,8.72,4.62,4.38,4.61,4.56,4.11,0.605,117775.0,49912.0,A,B,76.5,7.45,283.01,2.4,low,0
TYR00083,Michelin,MIC-Drive-806,235/45 R18,235,45,18,winter,premium,fleet,1737.0,fwd,front_left,Germany,Western Europe,Berlin,52.50698,13.57268,continental,mountain,2022-11-16,autumn,40472.0,8.45,5.03,4.61,5.04,4.85,3.43,0.846,80955.0,40483.0,E,B,73.1,2.48,320.33,3.96,low,0
TYR00084,BudgetRoad,BUD-Tour-122,225/45 R17,225,45,17,summer,budget,ev,2088.0,rwd,front_left,Germany,Western Europe,Berlin,52.43426,13.37671,continental,highway,2023-04-12,spring,27311.0,8.4,5.99,5.73,6.02,5.96,2.41,0.883,77077.0,49766.0,C,C,72.5,5.49,183.0,2.37,low,0
TYR00085,Bridgestone,BRI-Grip-735,195/65 R15,195,65,15,all-season,mid-range,city,1088.0,awd,rear_right,Sweden,Northern Europe,Stockholm,59.37315,18.14025,cold,mixed,2021-07-31,summer,19309.0,7.81,6.0,5.87,5.83,5.99,1.82,0.941,66024.0,46715.0,C,B,73.4,5.56,261.51,3.96,low,0
TYR00086,Goodyear,GOO-Tour-434,195/65 R15,195,65,15,all-season,premium,city,980.0,rwd,rear_right,Germany,Western Europe,Berlin,52.56938,13.44943,continental,urban,2025-07-01,summer,22046.0,8.9,7.82,7.58,7.79,7.65,1.08,0.488,149440.0,127393.0,B,A,70.4,6.42,267.91,1.79,low,0
TYR00087,Goodyear,GOO-Tour-864,205/55 R16,205,55,16,summer,premium,fleet,1468.0,rwd,rear_left,Sweden,Northern Europe,Stockholm,59.26504,18.1127,cold,highway,2021-11-18,autumn,36523.0,8.89,5.21,5.09,5.23,5.19,3.68,1.009,72276.0,35753.0,D,E,70.7,4.39,281.77,3.9,low,0
TYR00088,Continental,CON-Tour-649,235/45 R18,235,45,18,summer,premium,family,1234.0,fwd,rear_right,Netherlands,Western Europe,Amsterdam,52.31681,4.81102,oceanic,rural,2023-02-07,winter,12040.0,7.53,6.58,6.37,6.55,6.55,0.95,0.789,75116.0,63077.0,A,B,72.1,6.98,300.19,4.0,low,0
TYR00089,BudgetRoad,BUD-Sport-674,225/45 R17,225,45,17,all-season,budget,suv,1507.0,awd,rear_right,Spain,Southern Europe,Madrid,40.36055,-3.71335,mediterranean,mixed,2020-03-19,spring,30401.0,8.62,7.12,6.99,6.94,7.06,1.5,0.494,142242.0,111841.0,C,B,74.2,5.43,190.68,1.34,low,0
TYR00090,Pirelli,PIR-Tour-604,195/65 R15,195,65,15,all-season,premium,ev,1744.0,awd,rear_left,Netherlands,Western Europe,Amsterdam,52.45822,5.00526,oceanic,mountain,2020-04-22,spring,11960.0,8.29,7.54,7.38,7.56,7.5,0.76,0.633,105771.0,93811.0,A,E,73.4,7.02,297.14,2.81,low,0
TYR00091,Continental,CON-Grip-524,205/55 R16,205,55,16,all-season,premium,family,1447.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.35598,-3.65761,mediterranean,mixed,2025-01-21,winter,23175.0,7.65,6.3,6.26,6.25,6.22,1.35,0.583,103857.0,80682.0,B,C,73.6,5.7,317.11,3.05,low,0
TYR00092,BudgetRoad,BUD-Tour-201,255/40 R19,255,40,19,winter,budget,suv,2087.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.49471,-3.70314,mediterranean,highway,2023-12-22,winter,6073.0,7.29,6.83,6.47,6.84,6.83,0.46,0.751,75681.0,69608.0,B,A,71.0,6.99,196.32,2.59,low,0
TYR00093,Hankook,HAN-Sport-121,195/65 R15,195,65,15,winter,mid-range,suv,1946.0,fwd,front_left,Netherlands,Western Europe,Amsterdam,52.24223,4.93518,oceanic,mountain,2020-01-11,winter,11177.0,8.06,6.91,6.71,6.87,6.71,1.14,1.024,63052.0,51875.0,C,C,73.3,5.33,216.56,3.43,low,0
TYR00094,Hankook,HAN-Grip-436,205/55 R16,205,55,16,summer,mid-range,fleet,1441.0,fwd,front_left,Portugal,Southern Europe,Lisbon,38.7583,-9.15749,mediterranean,rural,2021-04-28,spring,24556.0,8.88,,6.84,7.1,6.96,1.8,0.735,99026.0,74470.0,C,D,73.6,4.78,218.9,2.21,low,0
TYR00095,Michelin,MIC-Eco-466,225/45 R17,225,45,17,summer,premium,family,1668.0,awd,rear_left,Italy,Southern Europe,Milan,45.3384,9.07944,mediterranean,highway,2020-03-26,spring,11115.0,8.16,7.38,7.18,7.33,7.34,0.78,0.704,93159.0,82044.0,C,A,72.3,5.89,305.74,3.28,low,0
TYR00096,Hankook,HAN-Drive-896,195/65 R15,195,65,15,summer,mid-range,suv,1926.0,fwd,front_right,France,Western Europe,Lyon,45.75088,4.78922,temperate,mountain,2024-11-24,autumn,9492.0,8.83,7.91,7.72,7.93,7.6,0.92,0.973,74338.0,64846.0,A,A,74.9,7.62,204.69,2.75,low,0
TYR00097,Continental,CON-Eco-590,235/45 R18,235,45,18,all-season,premium,family,1609.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.32526,4.90996,oceanic,rural,2022-05-20,spring,19128.0,7.49,6.63,6.42,6.58,6.32,0.86,0.448,131328.0,112200.0,B,E,72.1,6.54,323.51,2.46,low,0
TYR00098,Yokohama,YOK-Sport-748,195/65 R15,195,65,15,winter,mid-range,ev,1929.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.26733,18.02244,cold,mixed,2025-10-27,autumn,19832.0,8.0,5.72,5.51,5.69,5.48,2.28,1.148,55719.0,35886.0,A,A,74.2,6.91,229.64,4.12,low,0
TYR00099,Hankook,HAN-Eco-973,235/45 R18,235,45,18,all-season,mid-range,fleet,1532.0,rwd,rear_right,Czechia,Eastern Europe,Prague,49.99093,14.35365,continental,rural,2025-10-15,autumn,18385.0,7.69,6.04,5.6,5.96,6.03,1.65,0.897,67945.0,49560.0,B,D,72.6,6.15,227.57,3.35,low,0
TYR00100,Pirelli,PIR-Drive-420,235/45 R18,235,45,18,winter,premium,family,1293.0,rwd,rear_left,Poland,Eastern Europe,Warsaw,52.23734,20.81729,continental,mountain,2023-06-22,summer,20531.0,8.0,5.54,5.13,5.43,5.51,2.46,1.2,53367.0,,B,A,74.6,7.16,280.77,5.26,low,0
TYR00101,Hankook,HAN-Tour-931,205/55 R16,205,55,16,all-season,mid-range,ev,2246.0,fwd,front_left,Germany,Western Europe,Berlin,52.48456,13.40182,continental,urban,2020-01-17,winter,29841.0,7.36,4.23,4.01,4.08,4.18,3.13,1.049,54902.0,25061.0,B,C,72.5,6.43,234.44,4.27,low,0
TYR00102,Michelin,MIC-Drive-988,255/40 R19,255,40,19,all-season,premium,fleet,1285.0,rwd,front_left,Italy,Southern Europe,Milan,45.53881,9.22872,mediterranean,mountain,2022-12-19,winter,32353.0,8.49,5.82,5.42,5.84,5.82,2.66,0.823,83643.0,51290.0,D,E,74.2,4.29,338.27,4.04,low,0
TYR00103,Bridgestone,BRI-Sport-476,255/40 R19,255,40,19,winter,mid-range,suv,2002.0,fwd,front_right,Portugal,Southern Europe,Lisbon,38.72934,-9.12173,mediterranean,highway,2024-05-29,spring,16223.0,7.95,6.52,6.16,6.58,6.51,1.43,0.88,72171.0,55947.0,B,A,73.8,6.69,273.22,3.79,low,0
TYR00104,Bridgestone,BRI-Tour-447,255/40 R19,255,40,19,summer,mid-range,ev,1839.0,awd,front_left,Spain,Southern Europe,Madrid,40.47057,-3.66579,mediterranean,rural,2021-12-31,winter,38630.0,7.96,6.16,6.03,6.13,6.05,1.8,0.466,136495.0,97865.0,A,B,73.0,7.6,299.73,2.2,low,0
TYR00105,Michelin,MIC-Eco-864,205/55 R16,205,55,16,summer,premium,fleet,1385.0,awd,rear_right,Netherlands,Western Europe,Amsterdam,52.32266,4.8548,oceanic,urban,2020-08-04,summer,35051.0,7.32,5.11,5.06,5.09,5.0,2.21,0.631,90689.0,55638.0,C,E,74.2,5.61,287.25,3.17,low,0
TYR00106,Pirelli,PIR-Sport-710,235/45 R18,235,45,18,winter,premium,ev,2155.0,rwd,front_right,Poland,Eastern Europe,Warsaw,52.27313,21.09416,continental,mixed,2022-06-30,summer,48396.0,7.28,2.16,2.07,2.0,2.11,5.12,1.058,53651.0,5255.0,C,C,71.2,5.59,303.86,5.66,high,2
TYR00107,Michelin,MIC-Drive-524,205/55 R16,205,55,16,summer,premium,fleet,1539.0,fwd,front_left,Spain,Southern Europe,Madrid,40.42859,-3.74139,mediterranean,mixed,2023-12-20,winter,10756.0,7.5,6.96,6.82,7.01,6.94,0.54,0.499,118207.0,107450.0,C,B,73.2,4.98,299.13,2.53,low,0
TYR00108,Pirelli,PIR-Eco-325,255/40 R19,255,40,19,summer,premium,suv,1947.0,rwd,front_left,Germany,Western Europe,Berlin,52.42461,13.35835,continental,mixed,2025-08-26,summer,44015.0,7.91,4.04,3.82,3.95,3.87,3.87,0.88,71682.0,27667.0,B,C,73.2,7.01,285.61,3.98,low,0
TYR00109,Michelin,MIC-Drive-279,195/65 R15,195,65,15,summer,premium,suv,1994.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.15487,18.03823,cold,mixed,2022-03-31,spring,16377.0,7.57,5.64,5.44,5.58,5.51,1.93,1.178,50656.0,,B,A,71.5,6.54,263.35,5.2,low,0
TYR00110,Yokohama,YOK-Eco-570,255/40 R19,255,40,19,all-season,mid-range,family,1372.0,awd,rear_left,Italy,Southern Europe,Milan,45.41296,9.16833,mediterranean,urban,2023-06-15,summer,26554.0,7.77,6.13,5.91,6.2,5.94,1.64,0.617,99958.0,73404.0,D,A,73.5,4.24,244.6,2.45,low,0
TYR00111,Hankook,HAN-Grip-920,255/40 R19,255,40,19,winter,mid-range,fleet,1633.0,rwd,rear_right,Spain,Southern Europe,Madrid,40.45589,-3.69015,mediterranean,mixed,2020-04-16,spring,20760.0,8.09,6.66,6.51,6.56,6.54,1.42,0.686,94548.0,73789.0,B,E,75.4,6.6,230.83,2.44,low,0
TYR00112,BudgetRoad,BUD-Tour-863,225/45 R17,225,45,17,summer,budget,ev,1791.0,fwd,front_right,Czechia,Eastern Europe,Prague,50.06818,14.39533,continental,mountain,2025-08-09,summer,28426.0,7.92,5.25,4.97,5.27,5.1,2.67,0.938,67331.0,38905.0,B,A,74.1,6.68,191.45,2.84,low,0
TYR00113,Pirelli,PIR-Tour-844,225/45 R17,225,45,17,summer,premium,city,1486.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.38034,4.90185,oceanic,rural,2024-09-19,autumn,11821.0,7.23,6.49,6.21,6.39,6.21,0.73,0.622,90534.0,78713.0,A,C,75.5,7.5,-290.15,3.2,low,0
TYR00114,Pirelli,PIR-Grip-891,195/65 R15,195,65,15,summer,premium,suv,1940.0,fwd,front_right,Italy,Southern Europe,Milan,45.43245,9.1991,mediterranean,rural,2020-09-18,autumn,27513.0,8.66,6.72,6.43,6.73,6.64,1.95,0.707,99859.0,72346.0,D,C,74.2,4.28,271.51,2.72,low,0
TYR00115,BudgetRoad,BUD-Tour-915,255/40 R19,255,40,19,all-season,budget,ev,1742.0,awd,rear_left,Norway,Northern Europe,Oslo,59.81592,10.84492,cold,mixed,2020-09-10,autumn,39358.0,8.42,4.75,4.32,4.81,4.67,3.67,0.931,73217.0,33859.0,B,B,74.5,5.99,208.15,2.84,low,0
TYR00116,Michelin,MIC-Eco-760,225/45 R17,225,45,17,all-season,premium,city,1563.0,rwd,rear_right,Germany,Western Europe,Berlin,52.50432,13.37763,continental,mountain,2019-06-04,summer,18932.0,8.89,6.7,6.54,6.68,6.68,2.18,1.153,63193.0,44261.0,A,D,74.1,7.49,319.01,5.05,low,0
TYR00117,Yokohama,YOK-Drive-613,235/45 R18,235,45,18,all-season,mid-range,fleet,1406.0,awd,front_left,Spain,Southern Europe,Madrid,40.37936,-3.75415,mediterranean,mountain,2025-05-30,spring,25399.0,7.78,6.39,6.31,6.3,6.37,1.39,0.546,113213.0,87813.0,C,B,73.5,5.85,248.7,2.2,low,0
TYR00118,Michelin,MIC-Drive-636,235/45 R18,235,45,18,summer,premium,suv,1972.0,awd,front_left,Italy,Southern Europe,Milan,45.42324,9.30207,mediterranean,rural,2020-12-07,winter,27049.0,7.72,6.05,5.5,6.07,5.77,1.68,0.62,98797.0,71748.0,A,C,72.9,7.85,311.93,3.16,low,0
TYR00119,Goodyear,GOO-Tour-167,225/45 R17,225,45,17,winter,premium,suv,1884.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.23511,21.00996,continental,mixed,2025-09-14,autumn,39167.0,7.87,4.49,4.42,4.51,4.36,3.38,0.863,72639.0,33472.0,A,C,72.2,7.52,286.38,3.94,low,0
TYR00120,Continental,CON-Grip-458,255/40 R19,255,40,19,all-season,premium,ev,2081.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.34103,5.12042,oceanic,rural,2020-09-07,autumn,27094.0,8.53,6.51,6.34,6.53,6.37,2.02,0.747,92831.0,65737.0,B,B,73.2,7.07,352.64,3.8,low,0
TYR00121,Yokohama,YOK-Sport-195,205/55 R16,205,55,16,all-season,mid-range,city,1267.0,rwd,rear_right,Germany,Western Europe,Berlin,52.46049,13.36328,continental,mixed,2020-06-07,summer,21491.0,7.64,5.39,5.03,5.4,5.29,2.25,1.049,57579.0,36089.0,C,D,74.2,5.14,219.18,3.81,low,0
TYR00122,Hankook,HAN-Grip-179,195/65 R15,195,65,15,winter,mid-range,suv,1973.0,fwd,front_right,Sweden,Northern Europe,Stockholm,59.29943,18.23829,cold,mixed,2024-06-14,summer,17570.0,7.8,6.0,5.91,6.03,5.99,1.8,1.025,60530.0,42960.0,A,E,74.1,7.73,215.9,3.57,low,0
TYR00123,Continental,CON-Grip-951,255/40 R19,255,40,19,all-season,premium,fleet,1653.0,fwd,rear_left,Germany,Western Europe,Berlin,52.52113,13.38779,continental,rural,2020-06-20,summer,24322.0,7.83,,5.45,5.52,5.59,2.23,0.916,67947.0,43624.0,C,A,73.1,4.66,327.28,4.82,low,0
TYR00124,Goodyear,GOO-Drive-339,235/45 R18,235,45,18,summer,premium,ev,2002.0,rwd,front_right,Czechia,Eastern Europe,Prague,50.07661,14.4387,continental,mountain,2025-11-05,autumn,42069.0,8.75,4.55,4.35,4.61,4.39,4.2,0.998,71637.0,29568.0,B,C,72.3,7.3,329.3,4.6,low,0
TYR00125,Pirelli,PIR-Drive-265,225/45 R17,225,45,17,winter,premium,family,1390.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.35633,20.93832,continental,mountain,2022-02-28,winter,26937.0,8.68,6.32,6.24,6.49,6.27,2.36,0.876,80808.0,53871.0,D,B,71.8,4.02,288.06,3.56,low,0
TYR00126,Goodyear,GOO-Tour-560,225/45 R17,225,45,17,summer,premium,ev,1763.0,rwd,front_left,France,Western Europe,Lyon,45.75724,4.88971,temperate,rural,2020-05-25,spring,44724.0,8.24,4.31,4.21,4.18,4.19,3.93,0.878,75583.0,30859.0,B,C,72.0,7.02,301.26,3.99,low,0
TYR00127,Goodyear,GOO-Grip-495,235/45 R18,235,45,18,summer,premium,family,1676.0,rwd,rear_left,Poland,Eastern Europe,Warsaw,52.19326,21.04551,continental,urban,2023-08-27,summer,42134.0,8.89,6.34,6.27,6.38,6.21,2.55,0.606,120360.0,78226.0,A,B,70.8,7.4,298.9,2.48,low,0
TYR00128,Hankook,HAN-Drive-812,205/55 R16,205,55,16,summer,mid-range,suv,2031.0,fwd,rear_left,Spain,Southern Europe,Madrid,40.59899,-3.62612,mediterranean,highway,2020-07-17,summer,12799.0,8.18,7.73,7.42,7.82,7.68,0.45,0.35,187863.0,175063.0,A,D,74.1,7.66,225.47,1.2,low,0
TYR00129,BudgetRoad,BUD-Sport-640,235/45 R18,235,45,18,all-season,budget,city,1030.0,fwd,front_left,Italy,Southern Europe,Milan,45.42474,9.34483,mediterranean,mixed,2021-06-02,summer,43559.0,8.67,5.02,4.92,4.98,4.88,3.65,0.838,84365.0,40806.0,D,C,74.0,4.3,150.74,1.79,low,0
TYR00130,Continental,CON-Eco-213,225/45 R17,225,45,17,summer,premium,suv,1895.0,fwd,front_left,Sweden,Northern Europe,Stockholm,59.33024,17.87793,cold,highway,2023-09-16,autumn,47317.0,8.33,3.97,3.83,4.15,3.93,4.36,0.921,73088.0,25771.0,C,C,74.5,6.07,302.39,4.14,medium,1
TYR00131,Michelin,MIC-Sport-526,255/40 R19,255,40,19,all-season,premium,family,1123.0,awd,front_right,Norway,Northern Europe,Oslo,59.89869,10.58782,cold,mixed,2023-10-25,autumn,16016.0,7.46,6.31,6.06,6.53,6.18,1.14,0.715,81931.0,65915.0,A,B,75.1,7.88,348.83,4.26,low,0
TYR00132,Continental,CON-Tour-359,255/40 R19,255,40,19,winter,premium,city,1197.0,awd,front_left,Italy,Southern Europe,Milan,45.58991,9.3156,mediterranean,mountain,2024-04-09,spring,49886.0,8.21,4.21,4.01,4.12,3.87,4.0,0.802,82507.0,32621.0,A,B,75.0,7.65,327.01,3.96,low,0
TYR00133,Hankook,HAN-Tour-933,195/65 R15,195,65,15,winter,mid-range,family,1440.0,awd,front_left,Portugal,Southern Europe,Lisbon,38.66638,-9.13589,mediterranean,rural,2022-09-23,autumn,42748.0,7.31,3.79,3.54,3.78,3.53,3.53,0.825,69232.0,26485.0,A,B,74.1,6.4,205.87,2.97,medium,1
TYR00134,BudgetRoad,BUD-Grip-142,235/45 R18,235,45,18,all-season,budget,family,1453.0,fwd,front_left,Italy,Southern Europe,Milan,45.37141,9.15465,mediterranean,mountain,2019-06-01,summer,35493.0,8.2,4.09,3.72,3.94,3.98,4.11,1.157,57041.0,21547.0,B,A,72.6,6.64,163.97,2.87,low,0
TYR00135,Bridgestone,BRI-Eco-986,255/40 R19,255,40,19,winter,mid-range,fleet,1836.0,rwd,rear_left,Netherlands,Western Europe,Amsterdam,52.49365,4.76788,oceanic,urban,2021-02-21,winter,29558.0,8.26,6.13,5.95,6.15,6.07,2.13,0.722,92291.0,62734.0,B,D,72.0,6.26,258.16,2.8,low,0
TYR00136,Bridgestone,BRI-Drive-476,195/65 R15,195,65,15,winter,mid-range,ev,1801.0,rwd,rear_right,Netherlands,Western Europe,Amsterdam,52.51336,4.78232,oceanic,mountain,2022-10-20,autumn,34443.0,8.43,5.34,5.05,5.35,5.16,3.09,0.897,76154.0,41711.0,E,B,73.5,3.24,283.62,3.72,low,0
TYR00137,Bridgestone,BRI-Eco-435,195/65 R15,195,65,15,all-season,mid-range,ev,1922.0,fwd,rear_right,Poland,Eastern Europe,Warsaw,52.19305,21.07372,continental,rural,2021-01-09,winter,15282.0,7.29,5.88,5.75,5.8,5.76,1.4,0.919,61889.0,46607.0,C,B,72.9,6.67,268.17,4.33,low,0
TYR00138,Bridgestone,BRI-Tour-729,235/45 R18,235,45,18,all-season,mid-range,ev,2110.0,fwd,rear_right,Germany,Western Europe,Berlin,52.45807,13.36976,continental,mixed,2024-01-06,winter,20978.0,7.99,6.21,5.86,6.11,6.0,1.78,0.847,75359.0,54381.0,A,D,72.4,6.97,292.15,3.88,low,0
TYR00139,Bridgestone,BRI-Drive-135,195/65 R15,195,65,15,summer,mid-range,ev,1869.0,rwd,front_right,Sweden,Northern Europe,Stockholm,59.32643,18.06058,cold,urban,2020-08-07,summer,30207.0,8.61,6.24,5.73,6.3,6.19,2.37,0.785,89307.0,59100.0,D,C,73.5,4.1,280.13,3.14,low,0
TYR00140,Continental,CON-Tour-480,205/55 R16,205,55,16,all-season,premium,suv,2018.0,rwd,rear_right,Italy,Southern Europe,Milan,45.48411,9.27069,mediterranean,rural,2019-05-13,spring,37586.0,7.74,5.52,5.22,5.52,5.17,2.22,0.59,104080.0,66493.0,C,C,74.0,6.05,275.56,2.65,low,0
TYR00141,Continental,CON-Grip-611,255/40 R19,255,40,19,summer,premium,fleet,1718.0,rwd,rear_right,Norway,Northern Europe,Oslo,59.77698,10.73498,cold,mixed,2022-02-15,winter,39067.0,7.27,2.65,2.39,2.66,2.56,4.62,1.183,47948.0,8881.0,B,A,73.9,7.15,325.34,6.79,high,2
TYR00142,Yokohama,YOK-Drive-304,255/40 R19,255,40,19,summer,mid-range,suv,1462.0,rwd,rear_right,Poland,Eastern Europe,Warsaw,52.09995,21.06136,continental,highway,2025-11-11,autumn,24957.0,7.77,5.88,5.59,5.9,5.86,1.88,0.755,81691.0,56733.0,B,D,72.1,6.97,245.94,3.01,low,0
TYR00143,Goodyear,GOO-Sport-655,195/65 R15,195,65,15,winter,premium,family,1582.0,awd,rear_right,Spain,Southern Europe,Madrid,40.3864,-3.87174,mediterranean,urban,2022-08-02,summer,25261.0,7.45,5.37,4.92,5.24,5.36,2.07,0.82,71321.0,46060.0,C,C,73.7,4.56,248.32,3.48,low,0
TYR00144,Bridgestone,BRI-Drive-126,205/55 R16,205,55,16,all-season,mid-range,family,1744.0,rwd,front_right,Germany,Western Europe,Berlin,52.53463,13.39914,continental,urban,2021-04-03,spring,46551.0,8.78,6.03,5.88,5.89,5.96,2.75,0.591,121633.0,75081.0,D,A,75.1,4.79,275.94,2.27,low,0
TYR00145,Hankook,HAN-Drive-638,235/45 R18,235,45,18,all-season,mid-range,family,1361.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.54029,4.94169,oceanic,urban,2022-06-20,summer,15211.0,8.49,7.36,7.22,7.37,7.14,1.13,0.742,92918.0,77708.0,B,C,72.2,6.78,245.4,2.64,low,0
TYR00146,Yokohama,YOK-Sport-755,255/40 R19,255,40,19,summer,mid-range,family,1227.0,rwd,front_left,Sweden,Northern Europe,Stockholm,59.22283,17.93516,cold,mountain,2024-03-23,spring,8394.0,7.58,6.5,6.4,6.59,6.36,1.08,1.292,46311.0,37917.0,C,B,74.7,5.41,236.13,5.1,low,0
TYR00147,Goodyear,GOO-Grip-454,205/55 R16,205,55,16,winter,premium,fleet,1521.0,fwd,front_left,Czechia,Eastern Europe,Prague,50.1928,14.37246,continental,rural,2020-09-18,autumn,25738.0,8.59,5.73,5.43,5.85,5.69,2.86,1.112,62858.0,37121.0,B,A,75.1,6.43,258.78,4.12,low,0
TYR00148,Bridgestone,BRI-Grip-706,195/65 R15,195,65,15,winter,mid-range,family,1515.0,awd,rear_left,Poland,Eastern Europe,Warsaw,52.15315,21.12796,continental,highway,2022-05-25,spring,43117.0,7.48,3.78,3.63,3.83,3.69,3.7,0.858,68519.0,25402.0,C,A,71.8,5.46,244.6,3.57,medium,1
TYR00149,Goodyear,GOO-Eco-756,205/55 R16,205,55,16,all-season,premium,fleet,2105.0,awd,rear_left,Czechia,Eastern Europe,Prague,49.99484,14.38179,continental,rural,2019-06-18,summer,14629.0,7.44,5.9,5.64,5.86,5.86,1.53,1.048,55692.0,41062.0,D,A,73.9,4.42,253.99,4.56,low,0
TYR00150,Bridgestone,BRI-Drive-350,205/55 R16,205,55,16,all-season,mid-range,ev,2009.0,awd,front_left,Czechia,Eastern Europe,Prague,49.93363,14.47412,continental,mountain,2025-02-12,winter,22549.0,7.71,5.3,4.99,5.34,5.27,2.4,1.066,57292.0,34743.0,B,E,74.2,7.2,273.85,4.78,low,0
TYR00151,Bridgestone,BRI-Grip-420,235/45 R18,235,45,18,summer,mid-range,city,1368.0,fwd,rear_right,Sweden,Northern Europe,Stockholm,59.36892,18.08025,cold,mountain,2024-06-06,summer,27661.0,7.26,4.36,3.84,4.28,4.35,2.89,1.045,54115.0,26453.0,B,B,74.8,7.13,268.82,4.97,low,0
TYR00152,Hankook,HAN-Grip-244,235/45 R18,235,45,18,summer,mid-range,suv,2020.0,awd,front_left,Netherlands,Western Europe,Amsterdam,52.35629,4.9095,oceanic,mixed,2021-09-17,autumn,43940.0,8.35,4.59,4.04,4.58,4.58,3.76,0.856,78835.0,34895.0,B,B,71.9,6.47,250.16,3.17,low,0
TYR00153,Michelin,MIC-Grip-881,225/45 R17,225,45,17,winter,premium,fleet,1683.0,rwd,front_right,Spain,Southern Europe,Madrid,40.55499,-3.74079,mediterranean,highway,2022-09-03,autumn,45839.0,8.38,6.38,6.11,6.37,6.09,1.99,0.435,155761.0,109923.0,E,C,71.3,2.97,292.27,1.88,low,0
TYR00154,BudgetRoad,BUD-Grip-320,255/40 R19,255,40,19,winter,budget,ev,1924.0,rwd,rear_right,Italy,Southern Europe,Milan,45.49552,9.15851,mediterranean,urban,2020-01-04,winter,47759.0,8.21,4.96,4.57,5.05,4.79,3.25,0.681,97078.0,49318.0,E,B,74.4,3.42,201.28,2.07,low,0
TYR00155,Hankook,HAN-Grip-370,195/65 R15,195,65,15,summer,mid-range,suv,2067.0,rwd,rear_right,Czechia,Eastern Europe,Prague,50.14156,14.49939,continental,mixed,2025-01-07,winter,30260.0,7.29,4.61,4.15,4.68,4.52,2.69,0.888,64117.0,33856.0,A,A,75.6,6.68,201.8,3.15,low,0
TYR00156,Yokohama,YOK-Drive-882,225/45 R17,225,45,17,summer,mid-range,ev,1941.0,fwd,front_right,Netherlands,Western Europe,Amsterdam,52.36846,4.89958,oceanic,mixed,2025-03-16,spring,75582.0,8.54,1.22,1.0,1.16,1.14,7.32,0.969,75582.0,0.0,B,B,73.5,6.67,257.59,3.41,critical,3
TYR00157,Bridgestone,BRI-Sport-474,255/40 R19,255,40,19,all-season,mid-range,fleet,1501.0,fwd,front_right,Poland,Eastern Europe,Warsaw,52.15115,20.94376,continental,urban,2023-06-02,summer,19835.0,8.47,6.9,6.68,6.95,6.8,1.57,0.792,86766.0,66931.0,B,E,74.3,6.94,283.51,3.27,low,0
TYR00158,Pirelli,PIR-Drive-631,255/40 R19,255,40,19,all-season,premium,ev,2047.0,awd,front_left,Italy,Southern Europe,Milan,45.48811,9.24408,mediterranean,urban,2019-06-09,summer,18608.0,7.88,6.69,6.65,6.57,6.56,1.19,0.641,97941.0,79333.0,A,B,71.2,7.88,340.11,3.47,low,0
TYR00159,Goodyear,GOO-Tour-707,255/40 R19,255,40,19,all-season,premium,family,1502.0,rwd,rear_left,Norway,Northern Europe,Oslo,60.00159,10.79863,cold,highway,2023-05-29,spring,15895.0,7.55,6.56,6.39,6.6,6.52,0.99,0.622,95682.0,79787.0,E,C,72.8,3.53,-320.27,3.35,low,0
